Price,Close,High,Low,Open,Volume
Ticker,SCHW,SCHW,SCHW,SCHW,SCHW
Date,,,,,
2022-03-25,87.4457015991211,87.5509892576616,85.40696360672848,86.13439631708047,6894600
2022-03-28,87.86686706542969,87.9147204530619,86.76613691466409,87.53185683942395,4194000
2022-03-29,87.31171417236328,89.16859793021294,87.12985231494041,89.08245014945412,6072600
2022-03-30,84.95710754394531,87.60842454526951,84.59338385174918,87.50313687674068,7478300
2022-03-31,80.69776153564453,84.99539411865193,80.58290757250084,84.66038391944164,12792300
2022-04-01,79.96075439453125,81.8654913910201,79.17588734302464,81.71235034079498,10638900
2022-04-04,78.77388763427734,80.41062239418072,78.57287858607337,79.5204676332667,9851100
2022-04-05,78.35273742675781,80.78391288869486,78.16130927802907,78.75474092059763,8913800
2022-04-06,77.4051513671875,78.95573827211132,77.17542883848256,77.72100706475489,7083100
2022-04-07,76.60111999511719,77.23284585404018,75.23238793663111,76.98398348817533,8144100
2022-04-08,78.19001007080078,78.75472812959252,76.69684300367044,77.24242117170424,6617700
2022-04-11,78.0847396850586,79.89376281613481,77.65401537133994,78.12302677755689,5632300
2022-04-12,76.63943481445312,79.21418525212798,76.17043069951976,78.19002923644778,7596900
2022-04-13,80.23833465576172,80.44891000093503,76.27571209527643,76.64900209716882,9598100
2022-04-14,79.20459747314453,81.92291489632073,78.92702157246553,80.40104154373583,11563000
2022-04-18,71.72921752929688,73.70095502831448,69.77661992237478,73.03094926724494,24023500
2022-04-19,73.6052474975586,74.35182749832256,71.77707728323821,71.82493797149878,15361200
2022-04-20,73.17453002929688,74.78255145097908,73.07881594637269,74.23697314554315,8671300
2022-04-21,70.13076782226562,74.8878309811936,67.74745309505684,74.2848257521453,18283400
2022-04-22,67.30715942382812,70.37005341822262,67.24015884590435,70.1594853894017,11945500
2022-04-25,67.29757690429688,67.69958762105833,65.61298908197153,66.62757121388502,9841800
2022-04-26,65.60342407226562,67.57516162142053,65.57471058213467,66.77115468769281,8661200
2022-04-27,65.64171600341797,67.3263041705327,65.6034289129132,66.04371949994427,6988200
2022-04-28,66.15858459472656,66.63716229991913,64.65585089252255,66.16815089101871,6481100
2022-04-29,63.48811721801758,66.62758565200546,63.3158289599321,66.04372029418889,7744600
2022-05-02,64.98127746582031,65.77571817528845,63.61254499502574,64.722848729104,8411800
2022-05-03,66.4840087890625,67.02001344063358,65.02913589086285,65.230137635202,9513300
2022-05-04,68.30259704589844,68.53231225386817,65.91928259411118,66.59886192363628,6842000
2022-05-05,66.85728454589844,67.52729752016971,65.41197825109188,67.38372278978913,7036300
2022-05-06,64.53141784667969,66.57016360226106,63.86141196140478,66.35958823759853,8118100
2022-05-09,61.382362365722656,63.641249296209864,61.047359495208646,63.59339591614494,9216400
2022-05-10,61.81309127807617,62.95210112399949,60.76979185078144,61.97580592713444,6661700
2022-05-11,62.329952239990234,64.60797909625656,61.77480044478177,62.22466457874329,10257400
2022-05-12,62.3587532043457,63.155641299400415,60.812988807774616,62.09952834180419,8308100
2022-05-13,62.992427825927734,63.539686845939855,62.32035791539098,63.14604066618786,6799100
2022-05-16,61.48505401611328,62.69478696893971,60.8705881122992,62.16672689925041,6051600
2022-05-17,62.598777770996094,63.63569184735916,61.7634919803249,63.0788297702369,8095200
2022-05-18,60.745784759521484,61.888307280766696,60.33293971770465,61.849902239084585,7867300
2022-05-19,60.16012191772461,61.12022600429059,59.4784488952643,59.72807434626863,9179100
2022-05-20,60.755374908447266,61.09141347807713,59.07519304781538,60.79377994426311,7793700
2022-05-23,62.66598129272461,62.713989419998924,61.02420808761176,61.571463380978784,6723400
2022-05-24,61.38905334472656,62.39716189274437,60.34253975463983,62.320359133619306,5758700
2022-05-25,63.17485046386719,64.08694639643306,60.83219419915456,61.321845661242484,10584800
2022-05-26,66.07434844970703,66.66961548979853,64.18294264208863,64.25014962040451,7846700
2022-05-27,67.77373504638672,67.81214008380287,66.12236238756338,66.44879421808287,7402900
2022-05-31,67.30328369140625,68.1481798335883,66.94804992709028,67.32248987191673,11549000
2022-06-01,66.79444122314453,68.11938222984091,66.1319670572899,67.77374417157004,5065800
2022-06-02,68.8106460571289,68.86825727322689,66.496799423349,67.2072742717904,5380700
2022-06-03,67.27448272705078,68.47461265105626,67.14967185195843,67.6777246235138,3561900
2022-06-06,65.34467315673828,68.58022613810785,65.17185415098238,68.25378698278587,8687300
2022-06-07,64.79741668701172,64.9510368424913,63.856518872241914,64.46138175316536,14689200
2022-06-08,63.107635498046875,64.14454219114815,62.75239440156042,63.846912312342496,10059100
2022-06-09,61.686683654785156,63.32846065982542,61.64827861475345,63.03083075584521,7698400
2022-06-10,59.737674713134766,60.68817566447329,59.2096145596064,60.68817566447329,8355100
2022-06-13,57.836669921875,59.16161088162201,56.98217423587051,57.8078643097022,12359000
